"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"janeiro 2019";"7203.Fotografia e filmagem";"-0,31";"0,0763"
"janeiro 2019";"8101.Cursos regulares";"0,00";"3,1992"
"janeiro 2019";"8102.Leitura";"1,62";"0,5565"
"janeiro 2019";"8103.Papelaria";"-1,20";"0,3614"
"janeiro 2019";"8104.Cursos diversos";"0,15";"0,8083"
"janeiro 2019";"9.Comunicação";"0,04";"3,5134"
"fevereiro 2019";"Índice geral";"0,43";"100,0000"
"fevereiro 2019";"1.Alimentação e bebidas";"0,78";"24,7705"
"fevereiro 2019";"2101.Aluguel e taxas";"0,23";"7,3042"
"fevereiro 2019";"2103.Reparos";"0,09";"2,4246"
"fevereiro 2019";"2104.Artigos de limpeza";"0,41";"0,8620"
"fevereiro 2019";"22.Combustíveis e energia";"0,71";"5,2315"
"fevereiro 2019";"3.Artigos de residência";"0,20";"3,9796"
"fevereiro 2019";"4.Vestuário";"-0,33";"5,7078"
"fevereiro 2019";"5101.Transporte público";"-0,76";"4,8863"
"fevereiro 2019";"5102.Veículo próprio";"0,32";"7,9345"
"fevereiro 2019";"5104.Combustíveis (veículos)";"-0,92";"5,4966"
"fevereiro 2019";"61.Produtos farmacêuticos e óticos";"-0,10";"3,6213"
"fevereiro 2019";"62.Serviços de saúde";"0,75";"5,9449"
"fevereiro 2019";"63.Cuidados pessoais";"0,74";"2,4930"
"fevereiro 2019";"71.Serviços pessoais";"0,37";"6,8712"
"fevereiro 2019";"7201001.Cinema";"-0,17";"0,1993"
"fevereiro 2019";"7201002.CD e DVD";"-0,22";"0,0411"
"fevereiro 2019";"7201003.Ingresso para jogo";"1,51";"0,0080"
"fevereiro 2019";"7201006.Clube";"0,64";"0,1709"
"fevereiro 2019";"7201010.Instrumento musical";"0,96";"0,0383"
"fevereiro 2019";"7201018.Tratamento de animais";"0,41";"0,2254"
"fevereiro 2019";"7201019.Bicicleta";"1,12";"0,0888"
"fevereiro 2019";"7201020.Alimento para animais";"-0,43";"0,2710"
"fevereiro 2019";"7201023.Brinquedo";"-0,31";"0,4135"
"fevereiro 2019";"7201052.Locação de DVD";"-0,21";"0,1124"
"fevereiro 2019";"7201054.Boate e danceteria";"-0,11";"0,2356"
"fevereiro 2019";"7201063.Jogos de azar";"0,00";"0,4390"
"fevereiro 2019";"7201068.Motel";"0,04";"0,0056"
"fevereiro 2019";"7201090.Hotel";"-0,33";"0,3073"
"fevereiro 2019";"7201095.Excursão";"-0,34";"0,3547"
"fevereiro 2019";"7202.Fumo";"-0,24";"1,0667"
"fevereiro 2019";"7203.Fotografia e filmagem";"-0,87";"0,0758"
"fevereiro 2019";"8101.Cursos regulares";"4,58";"3,1888"
"fevereiro 2019";"8102.Leitura";"0,35";"0,5637"
"fevereiro 2019";"8103.Papelaria";"-0,07";"0,3559"
"fevereiro 2019";"8104.Cursos diversos";"3,16";"0,8068"
"fevereiro 2019";"9.Comunicação";"0,00";"3,5034"
"março 2019";"Índice geral";"0,75";"100,0000"
"março 2019";"1.Alimentação e bebidas";"1,37";"24,8549"
"março 2019";"2101.Aluguel e taxas";"0,29";"7,2901"
"março 2019";"2103.Reparos";"0,16";"2,4168"
"março 2019";"2104.Artigos de limpeza";"0,69";"0,8618"
"março 2019";"22.Combustíveis e energia";"0,17";"5,2451"
"março 2019";"3.Artigos de residência";"0,27";"3,9703"
"março 2019";"4.Vestuário";"0,45";"5,6642"
"março 2019";"5101.Transporte público";"1,21";"4,8277"
"março 2019";"5102.Veículo próprio";"0,18";"7,9270"
"março 2019";"5104.Combustíveis (veículos)";"3,49";"5,4230"
"março 2019";"61.Produtos farmacêuticos e óticos";"-0,07";"3,6022"
"março 2019";"62.Serviços de saúde";"0,78";"5,9637"
"março 2019";"63.Cuidados pessoais";"0,26";"2,5004"
"março 2019";"71.Serviços pessoais";"0,16";"6,8666"
"março 2019";"7201001.Cinema";"0,10";"0,1982"
"março 2019";"7201002.CD e DVD";"0,93";"0,0409"
"março 2019";"7201003.Ingresso para jogo";"0,68";"0,0080"
"março 2019";"7201006.Clube";"0,53";"0,1713"
"março 2019";"7201010.Instrumento musical";"1,07";"0,0385"
"março 2019";"7201018.Tratamento de animais";"0,03";"0,2254"
"março 2019";"7201019.Bicicleta";"-0,85";"0,0894"
"março 2019";"7201020.Alimento para animais";"-0,58";"0,2688"
"março 2019";"7201023.Brinquedo";"-0,74";"0,4104"
"março 2019";"7201052.Locação de DVD";"0,34";"0,1117"
"março 2019";"7201054.Boate e danceteria";"0,44";"0,2344"
"março 2019";"7201063.Jogos de azar";"0,00";"0,4371"
"março 2019";"7201068.Motel";"1,45";"0,0055"
"março 2019";"7201090.Hotel";"1,81";"0,3051"
"março 2019";"7201095.Excursão";"1,48";"0,3520"
"março 2019";"7202.Fumo";"-0,34";"1,0597"
"março 2019";"7203.Fotografia e filmagem";"1,02";"0,0748"
"março 2019";"8101.Cursos regulares";"0,33";"3,3206"
"março 2019";"8102.Leitura";"0,15";"0,5632"
"março 2019";"8103.Papelaria";"0,46";"0,3542"
"março 2019";"8104.Cursos diversos";"0,32";"0,8287"
"março 2019";"9.Comunicação";"-0,22";"3,4885"
"abril 2019";"Índice geral";"0,57";"100,0000"
"abril 2019";"1.Alimentação e bebidas";"0,63";"25,0047"
"abril 2019";"2101.Aluguel e taxas";"0,36";"7,2565"
"abril 2019";"2103.Reparos";"0,26";"2,4028"
"abril 2019";"2104.Artigos de limpeza";"0,00";"0,8613"
"abril 2019";"22.Combustíveis e energia";"0,12";"5,2148"
"abril 2019";"3.Artigos de residência";"-0,24";"3,9518"
"abril 2019";"4.Vestuário";"0,18";"5,6473"
"abril 2019";"5101.Transporte público";"0,95";"4,8494"
"abril 2019";"5102.Veículo próprio";"0,05";"7,8816"
"abril 2019";"5104.Combustíveis (veículos)";"2,19";"5,5704"
"abril 2019";"61.Produtos farmacêuticos e óticos";"2,07";"3,5724"
"abril 2019";"62.Serviços de saúde";"0,66";"5,9652"
"abril 2019";"63.Cuidados pessoais";"2,76";"2,4882"
"abril 2019";"71.Serviços pessoais";"0,27";"6,8272"
"abril 2019";"7201001.Cinema";"1,41";"0,1969"
"abril 2019";"7201002.CD e DVD";"-0,16";"0,0410"
"abril 2019";"7201003.Ingresso para jogo";"-0,98";"0,0080"
"abril 2019";"7201006.Clube";"0,26";"0,1710"
"abril 2019";"7201010.Instrumento musical";"-1,39";"0,0386"
"abril 2019";"7201018.Tratamento de animais";"0,58";"0,2238"
"abril 2019";"7201019.Bicicleta";"0,32";"0,0880"
"abril 2019";"7201020.Alimento para animais";"0,93";"0,2651"
"abril 2019";"7201023.Brinquedo";"1,31";"0,4043"
"abril 2019";"7201052.Locação de DVD";"0,00";"0,1112"
"abril 2019";"7201054.Boate e danceteria";"-0,73";"0,2335"
"abril 2019";"7201063.Jogos de azar";"0,00";"0,4337"
"abril 2019";"7201068.Motel";"1,46";"0,0056"
"abril 2019";"7201090.Hotel";"-1,19";"0,3082"
"abril 2019";"7201095.Excursão";"-2,09";"0,3546"
"abril 2019";"7202.Fumo";"0,00";"1,0481"
"abril 2019";"7203.Fotografia e filmagem";"0,87";"0,0751"
"abril 2019";"8101.Cursos regulares";"0,00";"3,3065"
"abril 2019";"8102.Leitura";"0,05";"0,5599"
"abril 2019";"8103.Papelaria";"0,75";"0,3532"
"abril 2019";"8104.Cursos diversos";"0,20";"0,8251"
"abril 2019";"9.Comunicação";"0,03";"3,4549"
"maio 2019";"Índice geral";"0,13";"100,0000"
"maio 2019";"1.Alimentação e bebidas";"-0,56";"25,0150"
"maio 2019";"2101.Aluguel e taxas";"0,63";"7,2415"
"maio 2019";"2103.Reparos";"0,17";"2,3954"
"maio 2019";"2104.Artigos de limpeza";"0,52";"0,8563"
"maio 2019";"22.Combustíveis e energia";"1,91";"5,1915"
"maio 2019";"3.Artigos de residência";"-0,10";"3,9197"
"maio 2019";"4.Vestuário";"0,34";"5,6246"
"maio 2019";"5101.Transporte público";"-1,99";"4,8680"
"maio 2019";"5102.Veículo próprio";"-0,05";"7,8407"
"maio 2019";"5104.Combustíveis (veículos)";"2,01";"5,6599"
"maio 2019";"61.Produtos farmacêuticos e óticos";"0,78";"3,6254"
"maio 2019";"62.Serviços de saúde";"0,72";"5,9714"
"maio 2019";"63.Cuidados pessoais";"0,03";"2,5420"
"maio 2019";"71.Serviços pessoais";"0,17";"6,8074"
"maio 2019";"7201001.Cinema";"2,13";"0,1986"
"maio 2019";"7201002.CD e DVD";"0,27";"0,0406"
"maio 2019";"7201003.Ingresso para jogo";"1,37";"0,0079"
"maio 2019";"7201006.Clube";"0,75";"0,1705"
"maio 2019";"7201010.Instrumento musical";"0,98";"0,0379"
"maio 2019";"7201018.Tratamento de animais";"0,17";"0,2238"
"maio 2019";"7201019.Bicicleta";"0,93";"0,0878"
"maio 2019";"7201020.Alimento para animais";"0,11";"0,2661"
"maio 2019";"7201023.Brinquedo";"-1,12";"0,4074"
"maio 2019";"7201052.Locação de DVD";"0,65";"0,1106"
"maio 2019";"7201054.Boate e danceteria";"1,17";"0,2305"
"maio 2019";"7201063.Jogos de azar";"0,00";"0,4312"
"maio 2019";"7201068.Motel";"0,90";"0,0056"
"maio 2019";"7201090.Hotel";"0,29";"0,3028"
"maio 2019";"7201095.Excursão";"-0,83";"0,3455"
"maio 2019";"7202.Fumo";"0,00";"1,0422"
"maio 2019";"7203.Fotografia e filmagem";"1,03";"0,0753"
"maio 2019";"8101.Cursos regulares";"0,00";"3,2877"
"maio 2019";"8102.Leitura";"-0,06";"0,5570"
"maio 2019";"8103.Papelaria";"-0,42";"0,3538"
"maio 2019";"8104.Cursos diversos";"-0,01";"0,8221"
"maio 2019";"9.Comunicação";"-0,03";"3,4364"
"junho 2019";"Índice geral";"0,01";"100,0000"
"junho 2019";"1.Alimentação e bebidas";"-0,25";"24,8421"
"junho 2019";"2101.Aluguel e taxas";"0,68";"7,2785"
"junho 2019";"2103.Reparos";"0,12";"2,3966"
"junho 2019";"2104.Artigos de limpeza";"0,12";"0,8596"
"junho 2019";"22.Combustíveis e energia";"-0,82";"5,2842"
"junho 2019";"3.Artigos de residência";"0,02";"3,9106"
"junho 2019";"4.Vestuário";"0,30";"5,6363"
"junho 2019";"5101.Transporte público";"1,76";"4,7659"
"junho 2019";"5102.Veículo próprio";"-0,03";"7,8265"
"junho 2019";"5104.Combustíveis (veículos)";"-2,41";"5,7658"
"junho 2019";"61.Produtos farmacêuticos e óticos";"0,08";"3,6493"
"junho 2019";"62.Serviços de saúde";"0,61";"6,0070"
"junho 2019";"63.Cuidados pessoais";"1,50";"2,5394"
"junho 2019";"71.Serviços pessoais";"0,28";"6,8100"
"junho 2019";"7201001.Cinema";"0,65";"0,2026"
"junho 2019";"7201002.CD e DVD";"-1,49";"0,0407"
"junho 2019";"7201003.Ingresso para jogo";"0,00";"0,0080"
"junho 2019";"7201006.Clube";"0,35";"0,1716"
"junho 2019";"7201010.Instrumento musical";"0,22";"0,0382"
"junho 2019";"7201018.Tratamento de animais";"-0,42";"0,2239"
"junho 2019";"7201019.Bicicleta";"0,55";"0,0885"
"junho 2019";"7201020.Alimento para animais";"-0,48";"0,2661"
"junho 2019";"7201023.Brinquedo";"0,88";"0,4023"
"junho 2019";"7201052.Locação de DVD";"0,28";"0,1111"
"junho 2019";"7201054.Boate e danceteria";"-0,18";"0,2329"
"junho 2019";"7201063.Jogos de azar";"0,00";"0,4307"
"junho 2019";"7201068.Motel";"-3,33";"0,0057"
"junho 2019";"7201090.Hotel";"-0,37";"0,3034"
"junho 2019";"7201095.Excursão";"-1,00";"0,3424"
"junho 2019";"7202.Fumo";"0,00";"1,0409"
"junho 2019";"7203.Fotografia e filmagem";"-1,03";"0,0759"
"junho 2019";"8101.Cursos regulares";"0,00";"3,2834"
"junho 2019";"8102.Leitura";"0,76";"0,5560"
"junho 2019";"8103.Papelaria";"0,17";"0,3518"
"junho 2019";"8104.Cursos diversos";"0,27";"0,8211"
"junho 2019";"9.Comunicação";"-0,02";"3,4310"
"julho 2019";"Índice geral";"0,19";"100,0000"
"julho 2019";"1.Alimentação e bebidas";"0,01";"24,7785"
"julho 2019";"2101.Aluguel e taxas";"0,20";"7,3271"
"julho 2019";"2103.Reparos";"0,15";"2,3991"
"julho 2019";"2104.Artigos de limpeza";"0,07";"0,8605"
"julho 2019";"22.Combustíveis e energia";"3,27";"5,2400"
"julho 2019";"3.Artigos de residência";"0,29";"3,9110"
"julho 2019";"4.Vestuário";"-0,52";"5,6525"
"julho 2019";"5101.Transporte público";"2,01";"4,8490"
"julho 2019";"5102.Veículo próprio";"0,36";"7,8235"
"julho 2019";"5104.Combustíveis (veículos)";"-2,79";"5,6267"
"julho 2019";"61.Produtos farmacêuticos e óticos";"-0,23";"3,6520"
"julho 2019";"62.Serviços de saúde";"0,59";"6,0433"
"julho 2019";"63.Cuidados pessoais";"-2,01";"2,5772"
"julho 2019";"71.Serviços pessoais";"0,24";"6,8283"
"julho 2019";"7201001.Cinema";"0,97";"0,2039"
"julho 2019";"7201002.CD e DVD";"0,29";"0,0401"
"julho 2019";"7201003.Ingresso para jogo";"1,58";"0,0080"
"julho 2019";"7201006.Clube";"0,67";"0,1722"
"julho 2019";"7201010.Instrumento musical";"0,92";"0,0383"
"julho 2019";"7201018.Tratamento de animais";"0,43";"0,2230"
"julho 2019";"7201019.Bicicleta";"-0,16";"0,0889"
"julho 2019";"7201020.Alimento para animais";"1,78";"0,2648"
"julho 2019";"7201023.Brinquedo";"-0,30";"0,4058"
"julho 2019";"7201052.Locação de DVD";"0,40";"0,1115"
"julho 2019";"7201054.Boate e danceteria";"0,31";"0,2325"
"julho 2019";"7201063.Jogos de azar";"0,00";"0,4306"
"julho 2019";"7201068.Motel";"-0,26";"0,0055"
"julho 2019";"7201090.Hotel";"1,47";"0,3022"
"julho 2019";"7201095.Excursão";"4,43";"0,3387"
"julho 2019";"7202.Fumo";"0,33";"1,0410"
"julho 2019";"7203.Fotografia e filmagem";"-1,33";"0,0752"
"julho 2019";"8101.Cursos regulares";"0,00";"3,2833"
"julho 2019";"8102.Leitura";"0,36";"0,5602"
"julho 2019";"8103.Papelaria";"0,02";"0,3524"
"julho 2019";"8104.Cursos diversos";"-0,03";"0,8232"
"julho 2019";"9.Comunicação";"0,57";"3,4299"
"agosto 2019";"Índice geral";"0,11";"100,0000"
"agosto 2019";"1.Alimentação e bebidas";"-0,35";"24,7377"
"agosto 2019";"2101.Aluguel e taxas";"0,63";"7,3277"
"agosto 2019";"2103.Reparos";"0,16";"2,3980"
"agosto 2019";"2104.Artigos de limpeza";"-0,11";"0,8596"
"agosto 2019";"22.Combustíveis e energia";"2,62";"5,4015"
"agosto 2019";"3.Artigos de residência";"0,56";"3,9152"
"agosto 2019";"4.Vestuário";"0,23";"5,6137"
"agosto 2019";"5101.Transporte público";"-1,67";"4,9371"
"agosto 2019";"5102.Veículo próprio";"0,13";"7,8365"
"agosto 2019";"5104.Combustíveis (veículos)";"0,01";"5,4591"
"agosto 2019";"61.Produtos farmacêuticos e óticos";"0,24";"3,6368"
"agosto 2019";"62.Serviços de saúde";"0,10";"6,0660"
"agosto 2019";"63.Cuidados pessoais";"-0,75";"2,5210"
"agosto 2019";"71.Serviços pessoais";"0,25";"6,8313"
"agosto 2019";"7201001.Cinema";"-0,45";"0,2054"
"agosto 2019";"7201002.CD e DVD";"-1,17";"0,0401"
"agosto 2019";"7201003.Ingresso para jogo";"0,36";"0,0081"
"agosto 2019";"7201006.Clube";"0,06";"0,1729"
"agosto 2019";"7201010.Instrumento musical";"-0,51";"0,0385"
"agosto 2019";"7201018.Tratamento de animais";"-0,12";"0,2235"
"agosto 2019";"7201019.Bicicleta";"0,97";"0,0887"
"agosto 2019";"7201020.Alimento para animais";"-0,37";"0,2689"
"agosto 2019";"7201023.Brinquedo";"0,46";"0,4038"
"agosto 2019";"7201052.Locação de DVD";"-0,60";"0,1117"
"agosto 2019";"7201054.Boate e danceteria";"1,23";"0,2327"
"agosto 2019";"7201063.Jogos de azar";"0,00";"0,4299"
"agosto 2019";"7201068.Motel";"-0,79";"0,0055"
"agosto 2019";"7201090.Hotel";"1,02";"0,3061"
"agosto 2019";"7201095.Excursão";"0,89";"0,3529"
"agosto 2019";"7202.Fumo";"0,81";"1,0422"
"agosto 2019";"7203.Fotografia e filmagem";"0,45";"0,0740"
"agosto 2019";"8101.Cursos regulares";"0,04";"3,2770"
"agosto 2019";"8102.Leitura";"0,35";"0,5611"
"agosto 2019";"8103.Papelaria";"0,68";"0,3519"
"agosto 2019";"8104.Cursos diversos";"0,32";"0,8212"
"agosto 2019";"9.Comunicação";"0,09";"3,4427"
"setembro 2019";"Índice geral";"-0,04";"100,0000"
"setembro 2019";"1.Alimentação e bebidas";"-0,43";"24,6262"
"setembro 2019";"2101.Aluguel e taxas";"0,19";"7,3648"
"setembro 2019";"2103.Reparos";"-0,19";"2,3994"
"setembro 2019";"2104.Artigos de limpeza";"-0,48";"0,8577"
"setembro 2019";"22.Combustíveis e energia";"-0,04";"5,5377"
"setembro 2019";"3.Artigos de residência";"-0,76";"3,9333"
"setembro 2019";"4.Vestuário";"0,27";"5,6209"
"setembro 2019";"5101.Transporte público";"-0,12";"4,8505"
"setembro 2019";"5102.Veículo próprio";"-0,01";"7,8368"
"setembro 2019";"5104.Combustíveis (veículos)";"0,12";"5,4531"
"setembro 2019";"61.Produtos farmacêuticos e óticos";"-0,01";"3,6420"
"setembro 2019";"62.Serviços de saúde";"0,50";"6,0641"
"setembro 2019";"63.Cuidados pessoais";"1,65";"2,4998"
"setembro 2019";"71.Serviços pessoais";"0,24";"6,8406"
"setembro 2019";"7201001.Cinema";"-0,48";"0,2042"
"setembro 2019";"7201002.CD e DVD";"-0,25";"0,0396"
"setembro 2019";"7201003.Ingresso para jogo";"0,00";"0,0081"
"setembro 2019";"7201006.Clube";"-0,21";"0,1727"
"setembro 2019";"7201010.Instrumento musical";"-0,93";"0,0383"
"setembro 2019";"7201018.Tratamento de animais";"-0,55";"0,2228"
"setembro 2019";"7201019.Bicicleta";"-0,13";"0,0894"
"setembro 2019";"7201020.Alimento para animais";"0,80";"0,2677"
"setembro 2019";"7201023.Brinquedo";"-0,03";"0,4051"
"setembro 2019";"7201052.Locação de DVD";"-0,17";"0,1109"
"setembro 2019";"7201054.Boate e danceteria";"-0,34";"0,2353"
"setembro 2019";"7201063.Jogos de azar";"0,00";"0,4294"
"setembro 2019";"7201068.Motel";"0,27";"0,0054"
"setembro 2019";"7201090.Hotel";"-0,26";"0,3088"
"setembro 2019";"7201095.Excursão";"-2,33";"0,3559"
"setembro 2019";"7202.Fumo";"0,00";"1,0491"
"setembro 2019";"7203.Fotografia e filmagem";"-0,79";"0,0743"
"setembro 2019";"8101.Cursos regulares";"0,00";"3,2745"
"setembro 2019";"8102.Leitura";"-0,11";"0,5625"
"setembro 2019";"8103.Papelaria";"0,60";"0,3540"
"setembro 2019";"8104.Cursos diversos";"0,03";"0,8229"
"setembro 2019";"9.Comunicação";"-0,01";"3,4422"
"outubro 2019";"Índice geral";"0,10";"100,0000"
"outubro 2019";"1.Alimentação e bebidas";"0,05";"24,5278"
"outubro 2019";"2101.Aluguel e taxas";"0,24";"7,3826"
"outubro 2019";"2103.Reparos";"0,01";"2,3959"
"outubro 2019";"2104.Artigos de limpeza";"0,83";"0,8539"
"outubro 2019";"22.Combustíveis e energia";"-2,23";"5,5377"
"outubro 2019";"3.Artigos de residência";"-0,09";"3,9050"
"outubro 2019";"4.Vestuário";"0,63";"5,6379"
"outubro 2019";"5101.Transporte público";"0,12";"4,8469"
"outubro 2019";"5102.Veículo próprio";"0,00";"7,8390"
"outubro 2019";"5104.Combustíveis (veículos)";"1,38";"5,4619"
"outubro 2019";"61.Produtos farmacêuticos e óticos";"-0,04";"3,6429"
"outubro 2019";"62.Serviços de saúde";"0,44";"6,0976"
"outubro 2019";"63.Cuidados pessoais";"0,94";"2,5418"
"outubro 2019";"71.Serviços pessoais";"0,32";"6,8604"
"outubro 2019";"7201001.Cinema";"0,92";"0,2034"
"outubro 2019";"7201002.CD e DVD";"-0,24";"0,0395"
"outubro 2019";"7201003.Ingresso para jogo";"0,52";"0,0081"
"outubro 2019";"7201006.Clube";"0,37";"0,1725"
"outubro 2019";"7201010.Instrumento musical";"-0,76";"0,0380"
"outubro 2019";"7201018.Tratamento de animais";"0,56";"0,2217"
"outubro 2019";"7201019.Bicicleta";"1,16";"0,0893"
"outubro 2019";"7201020.Alimento para animais";"0,34";"0,2699"
"outubro 2019";"7201023.Brinquedo";"-0,17";"0,4052"
"outubro 2019";"7201052.Locação de DVD";"0,24";"0,1107"
"outubro 2019";"7201054.Boate e danceteria";"-0,77";"0,2346"
"outubro 2019";"7201063.Jogos de azar";"0,00";"0,4295"
"outubro 2019";"7201068.Motel";"-0,32";"0,0055"
"outubro 2019";"7201090.Hotel";"0,23";"0,3081"
"outubro 2019";"7201095.Excursão";"-1,06";"0,3478"
"outubro 2019";"7202.Fumo";"-0,03";"1,0496"
"outubro 2019";"7203.Fotografia e filmagem";"0,12";"0,0737"
"outubro 2019";"8101.Cursos regulares";"0,00";"3,2759"
"outubro 2019";"8102.Leitura";"0,24";"0,5622"
"outubro 2019";"8103.Papelaria";"-0,15";"0,3562"
"outubro 2019";"8104.Cursos diversos";"0,07";"0,8237"
"outubro 2019";"9.Comunicação";"-0,01";"3,4434"
"novembro 2019";"Índice geral";"0,51";"100,0000"
"novembro 2019";"1.Alimentação e bebidas";"0,72";"24,5170"
"novembro 2019";"2101.Aluguel e taxas";"0,12";"7,3925"
"novembro 2019";"2103.Reparos";"0,16";"2,3939"
"novembro 2019";"2104.Artigos de limpeza";"0,39";"0,8602"
"novembro 2019";"22.Combustíveis e energia";"1,80";"5,4086"
"novembro 2019";"3.Artigos de residência";"-0,36";"3,8979"
"novembro 2019";"4.Vestuário";"0,35";"5,6686"
"novembro 2019";"5101.Transporte público";"0,38";"4,8473"
"novembro 2019";"5102.Veículo próprio";"-0,09";"7,8316"
"novembro 2019";"5104.Combustíveis (veículos)";"0,78";"5,5318"
"novembro 2019";"61.Produtos farmacêuticos e óticos";"-0,02";"3,6381"
"novembro 2019";"62.Serviços de saúde";"0,48";"6,1175"
"novembro 2019";"63.Cuidados pessoais";"-0,12";"2,5634"
"novembro 2019";"71.Serviços pessoais";"0,25";"6,8753"
"novembro 2019";"7201001.Cinema";"0,07";"0,2050"
"novembro 2019";"7201002.CD e DVD";"0,20";"0,0394"
"novembro 2019";"7201003.Ingresso para jogo";"0,00";"0,0082"
"novembro 2019";"7201006.Clube";"0,01";"0,1729"
"novembro 2019";"7201010.Instrumento musical";"0,89";"0,0376"
"novembro 2019";"7201018.Tratamento de animais";"1,15";"0,2227"
"novembro 2019";"7201019.Bicicleta";"-0,33";"0,0903"
"novembro 2019";"7201020.Alimento para animais";"0,38";"0,2706"
"novembro 2019";"7201023.Brinquedo";"0,79";"0,4041"
"novembro 2019";"7201052.Locação de DVD";"-0,36";"0,1109"
"novembro 2019";"7201054.Boate e danceteria";"0,53";"0,2326"
"novembro 2019";"7201063.Jogos de azar";"24,35";"0,4291"
"novembro 2019";"7201068.Motel";"2,06";"0,0054"
"novembro 2019";"7201090.Hotel";"0,44";"0,3086"
"novembro 2019";"7201095.Excursão";"0,19";"0,3437"
"novembro 2019";"7202.Fumo";"0,21";"1,0482"
"novembro 2019";"7203.Fotografia e filmagem";"0,90";"0,0737"
"novembro 2019";"8101.Cursos regulares";"0,00";"3,2725"
"novembro 2019";"8102.Leitura";"0,24";"0,5629"
"novembro 2019";"8103.Papelaria";"0,29";"0,3553"
"novembro 2019";"8104.Cursos diversos";"0,21";"0,8232"
"novembro 2019";"9.Comunicação";"-0,02";"3,4393"
"dezembro 2019";"Índice geral";"1,15";"100,0000"
"dezembro 2019";"1.Alimentação e bebidas";"3,38";"24,5671"
"dezembro 2019";"2101.Aluguel e taxas";"0,47";"7,3650"
"dezembro 2019";"2103.Reparos";"0,16";"2,3855"
"dezembro 2019";"2104.Artigos de limpeza";"0,17";"0,8590"
"dezembro 2019";"22.Combustíveis e energia";"-3,13";"5,4773"
"dezembro 2019";"3.Artigos de residência";"-0,48";"3,8643"
"dezembro 2019";"4.Vestuário";"0,00";"5,6588"
"dezembro 2019";"5101.Transporte público";"1,67";"4,8421"
"dezembro 2019";"5102.Veículo próprio";"0,01";"7,7835"
"dezembro 2019";"5104.Combustíveis (veículos)";"3,57";"5,5452"
"dezembro 2019";"61.Produtos farmacêuticos e óticos";"0,13";"3,6191"
"dezembro 2019";"62.Serviços de saúde";"0,40";"6,1154"
"dezembro 2019";"63.Cuidados pessoais";"0,90";"2,5473"
"dezembro 2019";"71.Serviços pessoais";"0,43";"6,8570"
"dezembro 2019";"7201001.Cinema";"0,67";"0,2041"
"dezembro 2019";"7201002.CD e DVD";"-0,49";"0,0393"
"dezembro 2019";"7201003.Ingresso para jogo";"0,00";"0,0081"
"dezembro 2019";"7201006.Clube";"0,22";"0,1720"
"dezembro 2019";"7201010.Instrumento musical";"0,00";"0,0378"
"dezembro 2019";"7201018.Tratamento de animais";"-0,09";"0,2241"
"dezembro 2019";"7201019.Bicicleta";"-0,55";"0,0895"
"dezembro 2019";"7201020.Alimento para animais";"-0,13";"0,2702"
"dezembro 2019";"7201023.Brinquedo";"-0,50";"0,4051"
"dezembro 2019";"7201052.Locação de DVD";"0,49";"0,1100"
