"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de janeiro/2012 até dezembro/2019)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"fevereiro 2018";"4.Vestuário";"-0,38";"5,8847"
"fevereiro 2018";"5101.Transporte público";"0,96";"4,7374"
"fevereiro 2018";"5102.Veículo próprio";"0,43";"8,0936"
"fevereiro 2018";"5104.Combustíveis (veículos)";"0,99";"5,6016"
"fevereiro 2018";"61.Produtos farmacêuticos e óticos";"-0,31";"3,7185"
"fevereiro 2018";"62.Serviços de saúde";"0,91";"5,6864"
"fevereiro 2018";"63.Cuidados pessoais";"0,22";"2,6547"
"fevereiro 2018";"71.Serviços pessoais";"0,19";"6,8297"
"fevereiro 2018";"7201001.Cinema";"0,31";"0,1959"
"fevereiro 2018";"7201002.CD e DVD";"-0,86";"0,0434"
"fevereiro 2018";"7201003.Ingresso para jogo";"-0,50";"0,0094"
"fevereiro 2018";"7201006.Clube";"1,45";"0,1696"
"fevereiro 2018";"7201010.Instrumento musical";"0,62";"0,0394"
"fevereiro 2018";"7201018.Tratamento de animais";"0,40";"0,2248"
"fevereiro 2018";"7201019.Bicicleta";"-0,26";"0,0930"
"fevereiro 2018";"7201020.Alimento para animais";"0,09";"0,2751"
"fevereiro 2018";"7201023.Brinquedo";"-0,37";"0,4269"
"fevereiro 2018";"7201052.Locação de DVD";"-0,16";"0,1146"
"fevereiro 2018";"7201054.Boate e danceteria";"-1,17";"0,2477"
"fevereiro 2018";"7201063.Jogos de azar";"0,00";"0,4542"
"fevereiro 2018";"7201068.Motel";"-1,14";"0,0038"
"fevereiro 2018";"7201090.Hotel";"0,24";"0,3166"
"fevereiro 2018";"7201095.Excursão";"1,47";"0,3515"
"fevereiro 2018";"7202.Fumo";"0,01";"1,0793"
"fevereiro 2018";"7203.Fotografia e filmagem";"0,45";"0,0739"
"fevereiro 2018";"8101.Cursos regulares";"5,23";"3,1047"
"fevereiro 2018";"8102.Leitura";"0,06";"0,5521"
"fevereiro 2018";"8103.Papelaria";"-0,99";"0,3619"
"fevereiro 2018";"8104.Cursos diversos";"3,57";"0,8047"
"fevereiro 2018";"9.Comunicação";"0,05";"3,6398"
"março 2018";"Índice geral";"0,09";"100,0000"
"março 2018";"1.Alimentação e bebidas";"0,07";"24,5296"
"março 2018";"2101.Aluguel e taxas";"0,12";"7,4055"
"março 2018";"2103.Reparos";"0,30";"2,4529"
"março 2018";"2104.Artigos de limpeza";"-1,09";"0,8509"
"março 2018";"22.Combustíveis e energia";"0,47";"4,8183"
"março 2018";"3.Artigos de residência";"0,08";"3,9655"
"março 2018";"4.Vestuário";"0,33";"5,8442"
"março 2018";"5101.Transporte público";"-1,08";"4,7656"
"março 2018";"5102.Veículo próprio";"0,09";"8,1041"
"março 2018";"5104.Combustíveis (veículos)";"-0,04";"5,6405"
"março 2018";"61.Produtos farmacêuticos e óticos";"-0,17";"3,6952"
"março 2018";"62.Serviços de saúde";"0,94";"5,7190"
"março 2018";"63.Cuidados pessoais";"0,41";"2,6522"
"março 2018";"71.Serviços pessoais";"0,10";"6,8206"
"março 2018";"7201001.Cinema";"-0,54";"0,1958"
"março 2018";"7201002.CD e DVD";"0,33";"0,0429"
"março 2018";"7201003.Ingresso para jogo";"-1,75";"0,0093"
"março 2018";"7201006.Clube";"0,00";"0,1715"
"março 2018";"7201010.Instrumento musical";"-0,94";"0,0395"
"março 2018";"7201018.Tratamento de animais";"1,73";"0,2250"
"março 2018";"7201019.Bicicleta";"-1,34";"0,0925"
"março 2018";"7201020.Alimento para animais";"-0,26";"0,2745"
"março 2018";"7201023.Brinquedo";"0,00";"0,4240"
"março 2018";"7201052.Locação de DVD";"0,52";"0,1141"
"março 2018";"7201054.Boate e danceteria";"0,21";"0,2441"
"março 2018";"7201063.Jogos de azar";"0,00";"0,4528"
"março 2018";"7201068.Motel";"0,00";"0,0037"
"março 2018";"7201090.Hotel";"-0,19";"0,3164"
"março 2018";"7201095.Excursão";"-0,91";"0,3552"
"março 2018";"7202.Fumo";"0,00";"1,0762"
"março 2018";"7203.Fotografia e filmagem";"0,79";"0,0740"
"março 2018";"8101.Cursos regulares";"0,21";"3,2564"
"março 2018";"8102.Leitura";"0,00";"0,5504"
"março 2018";"8103.Papelaria";"0,72";"0,3572"
"março 2018";"8104.Cursos diversos";"0,55";"0,8306"
"março 2018";"9.Comunicação";"-0,33";"3,6297"
"abril 2018";"Índice geral";"0,22";"100,0000"
"abril 2018";"1.Alimentação e bebidas";"0,09";"24,5270"
"abril 2018";"2101.Aluguel e taxas";"-0,15";"7,4074"
"abril 2018";"2103.Reparos";"0,15";"2,4579"
"abril 2018";"2104.Artigos de limpeza";"-0,05";"0,8409"
"abril 2018";"22.Combustíveis e energia";"0,70";"4,8367"
"abril 2018";"3.Artigos de residência";"0,22";"3,9654"
"abril 2018";"4.Vestuário";"0,62";"5,8593"
"abril 2018";"5101.Transporte público";"-0,12";"4,7100"
"abril 2018";"5102.Veículo próprio";"0,24";"8,1040"
"abril 2018";"5104.Combustíveis (veículos)";"-0,23";"5,6325"
"abril 2018";"61.Produtos farmacêuticos e óticos";"1,41";"3,6858"
"abril 2018";"62.Serviços de saúde";"0,88";"5,7668"
"abril 2018";"63.Cuidados pessoais";"0,30";"2,6612"
"abril 2018";"71.Serviços pessoais";"0,21";"6,8210"
"abril 2018";"7201001.Cinema";"0,55";"0,1946"
"abril 2018";"7201002.CD e DVD";"0,33";"0,0430"
"abril 2018";"7201003.Ingresso para jogo";"0,50";"0,0091"
"abril 2018";"7201006.Clube";"0,77";"0,1713"
"abril 2018";"7201010.Instrumento musical";"-0,72";"0,0390"
"abril 2018";"7201018.Tratamento de animais";"-0,02";"0,2286"
"abril 2018";"7201019.Bicicleta";"-0,93";"0,0912"
"abril 2018";"7201020.Alimento para animais";"0,76";"0,2736"
"abril 2018";"7201023.Brinquedo";"-1,08";"0,4235"
"abril 2018";"7201052.Locação de DVD";"0,12";"0,1146"
"abril 2018";"7201054.Boate e danceteria";"-0,18";"0,2444"
"abril 2018";"7201063.Jogos de azar";"0,00";"0,4523"
"abril 2018";"7201068.Motel";"0,55";"0,0037"
"abril 2018";"7201090.Hotel";"0,27";"0,3156"
"abril 2018";"7201095.Excursão";"-0,19";"0,3516"
"abril 2018";"7202.Fumo";"0,02";"1,0749"
"abril 2018";"7203.Fotografia e filmagem";"0,21";"0,0746"
"abril 2018";"8101.Cursos regulares";"0,00";"3,2603"
"abril 2018";"8102.Leitura";"0,37";"0,5499"
"abril 2018";"8103.Papelaria";"0,48";"0,3595"
"abril 2018";"8104.Cursos diversos";"0,00";"0,8343"
"abril 2018";"9.Comunicação";"-0,07";"3,6146"
"maio 2018";"Índice geral";"0,40";"100,0000"
"maio 2018";"1.Alimentação e bebidas";"0,32";"24,4651"
"maio 2018";"2101.Aluguel e taxas";"0,02";"7,3131"
"maio 2018";"2103.Reparos";"0,08";"2,4556"
"maio 2018";"2104.Artigos de limpeza";"0,28";"0,8373"
"maio 2018";"22.Combustíveis e energia";"2,51";"4,8956"
"maio 2018";"3.Artigos de residência";"-0,06";"3,9613"
"maio 2018";"4.Vestuário";"0,58";"5,8927"
"maio 2018";"5101.Transporte público";"-1,17";"4,6875"
"maio 2018";"5102.Veículo próprio";"-0,05";"8,0954"
"maio 2018";"5104.Combustíveis (veículos)";"2,35";"5,6352"
"maio 2018";"61.Produtos farmacêuticos e óticos";"0,47";"3,7349"
"maio 2018";"62.Serviços de saúde";"0,79";"5,7869"
"maio 2018";"63.Cuidados pessoais";"0,23";"2,6747"
"maio 2018";"71.Serviços pessoais";"0,35";"6,8440"
"maio 2018";"7201001.Cinema";"0,46";"0,1952"
"maio 2018";"7201002.CD e DVD";"-0,12";"0,0428"
"maio 2018";"7201003.Ingresso para jogo";"2,12";"0,0079"
"maio 2018";"7201006.Clube";"0,05";"0,1727"
"maio 2018";"7201010.Instrumento musical";"-0,89";"0,0387"
"maio 2018";"7201018.Tratamento de animais";"0,15";"0,2253"
"maio 2018";"7201019.Bicicleta";"0,41";"0,0909"
"maio 2018";"7201020.Alimento para animais";"0,29";"0,2749"
"maio 2018";"7201023.Brinquedo";"-0,07";"0,4206"
"maio 2018";"7201052.Locação de DVD";"0,10";"0,1142"
"maio 2018";"7201054.Boate e danceteria";"0,06";"0,2419"
"maio 2018";"7201063.Jogos de azar";"0,00";"0,4525"
"maio 2018";"7201068.Motel";"1,81";"0,0054"
"maio 2018";"7201090.Hotel";"-0,86";"0,3120"
"maio 2018";"7201095.Excursão";"-3,30";"0,3480"
"maio 2018";"7202.Fumo";"0,00";"1,0743"
"maio 2018";"7203.Fotografia e filmagem";"0,29";"0,0742"
"maio 2018";"8101.Cursos regulares";"0,00";"3,2816"
"maio 2018";"8102.Leitura";"0,22";"0,5512"
"maio 2018";"8103.Papelaria";"0,52";"0,3627"
"maio 2018";"8104.Cursos diversos";"0,00";"0,8275"
"maio 2018";"9.Comunicação";"0,16";"3,6063"
"junho 2018";"Índice geral";"1,26";"100,0000"
"junho 2018";"1.Alimentação e bebidas";"2,03";"24,4420"
"junho 2018";"2101.Aluguel e taxas";"0,50";"7,2864"
"junho 2018";"2103.Reparos";"0,14";"2,4477"
"junho 2018";"2104.Artigos de limpeza";"0,55";"0,8362"
"junho 2018";"22.Combustíveis e energia";"6,82";"4,9979"
"junho 2018";"3.Artigos de residência";"0,34";"3,9427"
"junho 2018";"4.Vestuário";"-0,16";"5,9020"
"junho 2018";"5101.Transporte público";"0,23";"4,6145"
"junho 2018";"5102.Veículo próprio";"0,29";"8,0586"
"junho 2018";"5104.Combustíveis (veículos)";"4,48";"5,7445"
"junho 2018";"61.Produtos farmacêuticos e óticos";"0,00";"3,7371"
"junho 2018";"62.Serviços de saúde";"0,83";"5,8110"
"junho 2018";"63.Cuidados pessoais";"-0,11";"2,6696"
"junho 2018";"71.Serviços pessoais";"0,46";"6,8413"
"junho 2018";"7201001.Cinema";"1,02";"0,1953"
"junho 2018";"7201002.CD e DVD";"-0,89";"0,0426"
"junho 2018";"7201003.Ingresso para jogo";"1,12";"0,0080"
"junho 2018";"7201006.Clube";"0,07";"0,1722"
"junho 2018";"7201010.Instrumento musical";"1,11";"0,0382"
"junho 2018";"7201018.Tratamento de animais";"0,53";"0,2249"
"junho 2018";"7201019.Bicicleta";"0,19";"0,0909"
"junho 2018";"7201020.Alimento para animais";"-0,23";"0,2746"
"junho 2018";"7201023.Brinquedo";"0,94";"0,4187"
"junho 2018";"7201052.Locação de DVD";"0,14";"0,1138"
"junho 2018";"7201054.Boate e danceteria";"0,07";"0,2410"
"junho 2018";"7201063.Jogos de azar";"0,00";"0,4506"
"junho 2018";"7201068.Motel";"0,63";"0,0055"
"junho 2018";"7201090.Hotel";"0,00";"0,3081"
"junho 2018";"7201095.Excursão";"-1,14";"0,3355"
"junho 2018";"7202.Fumo";"0,00";"1,0703"
"junho 2018";"7203.Fotografia e filmagem";"0,82";"0,0741"
"junho 2018";"8101.Cursos regulares";"0,00";"3,2688"
"junho 2018";"8102.Leitura";"-0,02";"0,5503"
"junho 2018";"8103.Papelaria";"0,27";"0,3630"
"junho 2018";"8104.Cursos diversos";"0,00";"0,8245"
"junho 2018";"9.Comunicação";"0,00";"3,5975"
"julho 2018";"Índice geral";"0,33";"100,0000"
"julho 2018";"1.Alimentação e bebidas";"-0,12";"24,6334"
"julho 2018";"2101.Aluguel e taxas";"0,36";"7,2317"
"julho 2018";"2103.Reparos";"0,28";"2,4197"
"julho 2018";"2104.Artigos de limpeza";"0,84";"0,8303"
"julho 2018";"22.Combustíveis e energia";"3,84";"5,2724"
"julho 2018";"3.Artigos de residência";"0,47";"3,9062"
"julho 2018";"4.Vestuário";"-0,60";"5,8190"
"julho 2018";"5101.Transporte público";"4,31";"4,5687"
"julho 2018";"5102.Veículo próprio";"-0,01";"7,9803"
"julho 2018";"5104.Combustíveis (veículos)";"-1,80";"5,9259"
"julho 2018";"61.Produtos farmacêuticos e óticos";"-0,28";"3,6900"
"julho 2018";"62.Serviços de saúde";"0,23";"5,7864"
"julho 2018";"63.Cuidados pessoais";"0,22";"2,6337"
"julho 2018";"71.Serviços pessoais";"0,38";"6,7865"
"julho 2018";"7201001.Cinema";"0,92";"0,1949"
"julho 2018";"7201002.CD e DVD";"-1,08";"0,0417"
"julho 2018";"7201003.Ingresso para jogo";"-1,02";"0,0080"
"julho 2018";"7201006.Clube";"0,37";"0,1701"
"julho 2018";"7201010.Instrumento musical";"0,57";"0,0382"
"julho 2018";"7201018.Tratamento de animais";"-0,10";"0,2233"
"julho 2018";"7201019.Bicicleta";"0,42";"0,0900"
"julho 2018";"7201020.Alimento para animais";"0,01";"0,2705"
"julho 2018";"7201023.Brinquedo";"0,09";"0,4174"
"julho 2018";"7201052.Locação de DVD";"-0,17";"0,1125"
"julho 2018";"7201054.Boate e danceteria";"0,42";"0,2382"
"julho 2018";"7201063.Jogos de azar";"0,00";"0,4452"
"julho 2018";"7201068.Motel";"1,10";"0,0055"
"julho 2018";"7201090.Hotel";"0,07";"0,3042"
"julho 2018";"7201095.Excursão";"1,25";"0,3271"
"julho 2018";"7202.Fumo";"0,00";"1,0569"
"julho 2018";"7203.Fotografia e filmagem";"0,23";"0,0738"
"julho 2018";"8101.Cursos regulares";"0,00";"3,2283"
"julho 2018";"8102.Leitura";"-0,24";"0,5433"
"julho 2018";"8103.Papelaria";"-0,69";"0,3595"
"julho 2018";"8104.Cursos diversos";"0,00";"0,8145"
"julho 2018";"9.Comunicação";"0,08";"3,5528"
"agosto 2018";"Índice geral";"-0,09";"100,0000"
"agosto 2018";"1.Alimentação e bebidas";"-0,34";"24,5273"
"agosto 2018";"2101.Aluguel e taxas";"0,36";"7,2317"
"agosto 2018";"2103.Reparos";"0,09";"2,4186"
"agosto 2018";"2104.Artigos de limpeza";"1,93";"0,8348"
"agosto 2018";"22.Combustíveis e energia";"0,49";"5,4577"
"agosto 2018";"3.Artigos de residência";"0,56";"3,9131"
"agosto 2018";"4.Vestuário";"0,19";"5,7670"
"agosto 2018";"5101.Transporte público";"-2,40";"4,7491"
"agosto 2018";"5102.Veículo próprio";"-0,05";"7,9530"
"agosto 2018";"5104.Combustíveis (veículos)";"-1,86";"5,8002"
"agosto 2018";"61.Produtos farmacêuticos e óticos";"0,46";"3,6681"
"agosto 2018";"62.Serviços de saúde";"0,62";"5,7780"
"agosto 2018";"63.Cuidados pessoais";"0,44";"2,6319"
"agosto 2018";"71.Serviços pessoais";"0,38";"6,7894"
"agosto 2018";"7201001.Cinema";"-0,78";"0,1959"
"agosto 2018";"7201002.CD e DVD";"0,18";"0,0411"
"agosto 2018";"7201003.Ingresso para jogo";"0,76";"0,0079"
"agosto 2018";"7201006.Clube";"0,35";"0,1700"
"agosto 2018";"7201010.Instrumento musical";"-0,18";"0,0382"
"agosto 2018";"7201018.Tratamento de animais";"-0,23";"0,2222"
"agosto 2018";"7201019.Bicicleta";"-0,14";"0,0901"
"agosto 2018";"7201020.Alimento para animais";"-0,05";"0,2696"
"agosto 2018";"7201023.Brinquedo";"-0,84";"0,4163"
"agosto 2018";"7201052.Locação de DVD";"-0,28";"0,1120"
"agosto 2018";"7201054.Boate e danceteria";"-0,08";"0,2384"
"agosto 2018";"7201063.Jogos de azar";"0,00";"0,4437"
"agosto 2018";"7201068.Motel";"0,74";"0,0055"
"agosto 2018";"7201090.Hotel";"0,39";"0,3033"
"agosto 2018";"7201095.Excursão";"-0,62";"0,3300"
"agosto 2018";"7202.Fumo";"1,81";"1,0532"
"agosto 2018";"7203.Fotografia e filmagem";"1,16";"0,0737"
"agosto 2018";"8101.Cursos regulares";"0,22";"3,2174"
"agosto 2018";"8102.Leitura";"0,06";"0,5402"
"agosto 2018";"8103.Papelaria";"0,27";"0,3560"
"agosto 2018";"8104.Cursos diversos";"0,52";"0,8115"
"agosto 2018";"9.Comunicação";"0,03";"3,5438"
"setembro 2018";"Índice geral";"0,48";"100,0000"
"setembro 2018";"1.Alimentação e bebidas";"0,10";"24,4660"
"setembro 2018";"2101.Aluguel e taxas";"0,25";"7,2645"
"setembro 2018";"2103.Reparos";"0,27";"2,4230"
"setembro 2018";"2104.Artigos de limpeza";"1,28";"0,8516"
"setembro 2018";"22.Combustíveis e energia";"0,43";"5,4896"
"setembro 2018";"3.Artigos de residência";"0,11";"3,9385"
"setembro 2018";"4.Vestuário";"-0,02";"5,7835"
"setembro 2018";"5101.Transporte público";"1,13";"4,6410"
"setembro 2018";"5102.Veículo próprio";"0,22";"7,9542"
"setembro 2018";"5104.Combustíveis (veículos)";"4,18";"5,6961"
"setembro 2018";"61.Produtos farmacêuticos e óticos";"-0,01";"3,6885"
"setembro 2018";"62.Serviços de saúde";"0,61";"5,8182"
"setembro 2018";"63.Cuidados pessoais";"-0,06";"2,6461"
"setembro 2018";"71.Serviços pessoais";"0,42";"6,8210"
"setembro 2018";"7201001.Cinema";"0,48";"0,1946"
"setembro 2018";"7201002.CD e DVD";"-0,01";"0,0412"
"setembro 2018";"7201003.Ingresso para jogo";"-0,45";"0,0080"
"setembro 2018";"7201006.Clube";"0,24";"0,1706"
"setembro 2018";"7201010.Instrumento musical";"0,24";"0,0382"
"setembro 2018";"7201018.Tratamento de animais";"0,59";"0,2218"
"setembro 2018";"7201019.Bicicleta";"0,09";"0,0900"
"setembro 2018";"7201020.Alimento para animais";"0,27";"0,2697"
"setembro 2018";"7201023.Brinquedo";"0,33";"0,4131"
"setembro 2018";"7201052.Locação de DVD";"0,13";"0,1118"
"setembro 2018";"7201054.Boate e danceteria";"-0,35";"0,2383"
"setembro 2018";"7201063.Jogos de azar";"0,00";"0,4442"
"setembro 2018";"7201068.Motel";"-0,59";"0,0056"
"setembro 2018";"7201090.Hotel";"0,22";"0,3048"
"setembro 2018";"7201095.Excursão";"-0,51";"0,3285"
"setembro 2018";"7202.Fumo";"0,61";"1,0728"
"setembro 2018";"7203.Fotografia e filmagem";"3,18";"0,0746"
"setembro 2018";"8101.Cursos regulares";"0,00";"3,2270"
"setembro 2018";"8102.Leitura";"1,73";"0,5412"
"setembro 2018";"8103.Papelaria";"1,07";"0,3574"
"setembro 2018";"8104.Cursos diversos";"-0,14";"0,8165"
"setembro 2018";"9.Comunicação";"-0,07";"3,5483"
"outubro 2018";"Índice geral";"0,45";"100,0000"
"outubro 2018";"1.Alimentação e bebidas";"0,59";"24,3769"
"outubro 2018";"2101.Aluguel e taxas";"0,11";"7,2472"
"outubro 2018";"2103.Reparos";"0,19";"2,4179"
"outubro 2018";"2104.Artigos de limpeza";"0,43";"0,8584"
"outubro 2018";"22.Combustíveis e energia";"0,12";"5,4874"
"outubro 2018";"3.Artigos de residência";"0,76";"3,9244"
"outubro 2018";"4.Vestuário";"0,33";"5,7556"
"outubro 2018";"5101.Transporte público";"0,58";"4,6719"
"outubro 2018";"5102.Veículo próprio";"0,00";"7,9320"
"outubro 2018";"5104.Combustíveis (veículos)";"2,44";"5,9045"
"outubro 2018";"61.Produtos farmacêuticos e óticos";"-0,02";"3,6705"
"outubro 2018";"62.Serviços de saúde";"0,57";"5,8248"
"outubro 2018";"63.Cuidados pessoais";"0,01";"2,6325"
"outubro 2018";"71.Serviços pessoais";"0,39";"6,8165"
"outubro 2018";"7201001.Cinema";"0,37";"0,1945"
"outubro 2018";"7201002.CD e DVD";"-0,60";"0,0411"
"outubro 2018";"7201003.Ingresso para jogo";"0,00";"0,0079"
"outubro 2018";"7201006.Clube";"-0,06";"0,1702"
"outubro 2018";"7201010.Instrumento musical";"-0,34";"0,0380"
"outubro 2018";"7201018.Tratamento de animais";"0,01";"0,2219"
"outubro 2018";"7201019.Bicicleta";"0,46";"0,0897"
"outubro 2018";"7201020.Alimento para animais";"-0,07";"0,2691"
"outubro 2018";"7201023.Brinquedo";"-0,47";"0,4124"
"outubro 2018";"7201052.Locação de DVD";"0,39";"0,1114"
"outubro 2018";"7201054.Boate e danceteria";"0,67";"0,2363"
"outubro 2018";"7201063.Jogos de azar";"0,00";"0,4421"
"outubro 2018";"7201068.Motel";"0,03";"0,0055"
"outubro 2018";"7201090.Hotel";"-0,21";"0,3039"
"outubro 2018";"7201095.Excursão";"-0,06";"0,3253"
"outubro 2018";"7202.Fumo";"0,00";"1,0739"
"outubro 2018";"7203.Fotografia e filmagem";"0,77";"0,0766"
"outubro 2018";"8101.Cursos regulares";"0,00";"3,2115"
"outubro 2018";"8102.Leitura";"0,43";"0,5479"
"outubro 2018";"8103.Papelaria";"-0,13";"0,3595"
"outubro 2018";"8104.Cursos diversos";"0,00";"0,8115"
"outubro 2018";"9.Comunicação";"0,02";"3,5289"
"novembro 2018";"Índice geral";"-0,21";"100,0000"
"novembro 2018";"1.Alimentação e bebidas";"0,39";"24,4097"
"novembro 2018";"2101.Aluguel e taxas";"0,43";"7,2236"
"novembro 2018";"2103.Reparos";"0,43";"2,4114"
"novembro 2018";"2104.Artigos de limpeza";"0,07";"0,8582"
"novembro 2018";"22.Combustíveis e energia";"-2,84";"5,4693"
"novembro 2018";"3.Artigos de residência";"0,48";"3,9361"
"novembro 2018";"4.Vestuário";"-0,43";"5,7485"
"novembro 2018";"5101.Transporte público";"0,24";"4,6791"
"novembro 2018";"5102.Veículo próprio";"-0,05";"7,8955"
"novembro 2018";"5104.Combustíveis (veículos)";"-2,42";"6,0212"
"novembro 2018";"61.Produtos farmacêuticos e óticos";"-0,07";"3,6533"
"novembro 2018";"62.Serviços de saúde";"0,66";"5,8329"
"novembro 2018";"63.Cuidados pessoais";"-4,65";"2,6208"
"novembro 2018";"71.Serviços pessoais";"0,36";"6,8130"
"novembro 2018";"7201001.Cinema";"0,77";"0,1945"
"novembro 2018";"7201002.CD e DVD";"0,35";"0,0406"
"novembro 2018";"7201003.Ingresso para jogo";"-0,34";"0,0079"
"novembro 2018";"7201006.Clube";"0,19";"0,1693"
"novembro 2018";"7201010.Instrumento musical";"1,06";"0,0378"
"novembro 2018";"7201018.Tratamento de animais";"0,27";"0,2209"
"novembro 2018";"7201019.Bicicleta";"0,23";"0,0897"
"novembro 2018";"7201020.Alimento para animais";"-0,07";"0,2677"
"novembro 2018";"7201023.Brinquedo";"0,56";"0,4086"
"novembro 2018";"7201052.Locação de DVD";"0,31";"0,1113"
"novembro 2018";"7201054.Boate e danceteria";"-0,60";"0,2368"
"novembro 2018";"7201063.Jogos de azar";"0,00";"0,4401"
"novembro 2018";"7201068.Motel";"0,36";"0,0055"
"novembro 2018";"7201090.Hotel";"1,87";"0,3020"
"novembro 2018";"7201095.Excursão";"1,87";"0,3238"
"novembro 2018";"7202.Fumo";"0,00";"1,0691"
"novembro 2018";"7203.Fotografia e filmagem";"-1,24";"0,0769"
"novembro 2018";"8101.Cursos regulares";"0,00";"3,1974"
"novembro 2018";"8102.Leitura";"0,10";"0,5480"
"novembro 2018";"8103.Papelaria";"0,40";"0,3574"
"novembro 2018";"8104.Cursos diversos";"0,00";"0,8080"
"novembro 2018";"9.Comunicação";"-0,07";"3,5140"
"dezembro 2018";"Índice geral";"0,15";"100,0000"
"dezembro 2018";"1.Alimentação e bebidas";"0,44";"24,5566"
"dezembro 2018";"2101.Aluguel e taxas";"0,46";"7,2700"
"dezembro 2018";"2103.Reparos";"0,23";"2,4269"
"dezembro 2018";"2104.Artigos de limpeza";"0,27";"0,8606"
"dezembro 2018";"22.Combustíveis e energia";"-1,23";"5,3245"
"dezembro 2018";"3.Artigos de residência";"0,57";"3,9631"
"dezembro 2018";"4.Vestuário";"1,14";"5,7355"
"dezembro 2018";"5101.Transporte público";"2,94";"4,6991"
"dezembro 2018";"5102.Veículo próprio";"0,16";"7,9094"
"dezembro 2018";"5104.Combustíveis (veículos)";"-4,25";"5,8886"
"dezembro 2018";"61.Produtos farmacêuticos e óticos";"-0,28";"3,6585"
"dezembro 2018";"62.Serviços de saúde";"0,68";"5,8841"
"dezembro 2018";"63.Cuidados pessoais";"0,34";"2,5041"
"dezembro 2018";"71.Serviços pessoais";"0,31";"6,8514"
"dezembro 2018";"7201001.Cinema";"1,03";"0,1964"
"dezembro 2018";"7201002.CD e DVD";"0,58";"0,0409"
"dezembro 2018";"7201003.Ingresso para jogo";"0,08";"0,0079"
"dezembro 2018";"7201006.Clube";"-0,22";"0,1700"
"dezembro 2018";"7201010.Instrumento musical";"1,95";"0,0382"
"dezembro 2018";"7201018.Tratamento de animais";"0,88";"0,2221"
"dezembro 2018";"7201019.Bicicleta";"0,17";"0,0901"
"dezembro 2018";"7201020.Alimento para animais";"0,45";"0,2681"
"dezembro 2018";"7201023.Brinquedo";"0,17";"0,4118"
"dezembro 2018";"7201052.Locação de DVD";"0,27";"0,1119"
"dezembro 2018";"7201054.Boate e danceteria";"0,96";"0,2359"
"dezembro 2018";"7201063.Jogos de azar";"0,00";"0,4410"
"dezembro 2018";"7201068.Motel";"1,14";"0,0055"
"dezembro 2018";"7201090.Hotel";"-0,98";"0,3083"
"dezembro 2018";"7201095.Excursão";"1,08";"0,3304"
"dezembro 2018";"7202.Fumo";"0,00";"1,0715"
"dezembro 2018";"7203.Fotografia e filmagem";"0,48";"0,0761"
"dezembro 2018";"8101.Cursos regulares";"0,00";"3,2042"
"dezembro 2018";"8102.Leitura";"1,45";"0,5496"
"dezembro 2018";"8103.Papelaria";"0,68";"0,3595"
"dezembro 2018";"8104.Cursos diversos";"0,00";"0,8097"
"dezembro 2018";"9.Comunicação";"0,01";"3,5187"
"janeiro 2019";"Índice geral";"0,32";"100,0000"
"janeiro 2019";"1.Alimentação e bebidas";"0,90";"24,6241"
"janeiro 2019";"2101.Aluguel e taxas";"0,48";"7,2929"
"janeiro 2019";"2103.Reparos";"0,15";"2,4289"
"janeiro 2019";"2104.Artigos de limpeza";"0,34";"0,8617"
"janeiro 2019";"22.Combustíveis e energia";"-0,06";"5,2508"
"janeiro 2019";"3.Artigos de residência";"0,32";"3,9795"
"janeiro 2019";"4.Vestuário";"-1,15";"5,7920"
"janeiro 2019";"5101.Transporte público";"1,55";"4,8280"
"janeiro 2019";"5102.Veículo próprio";"0,59";"7,9118"
"janeiro 2019";"5104.Combustíveis (veículos)";"-2,09";"5,6314"
"janeiro 2019";"61.Produtos farmacêuticos e óticos";"-0,28";"3,6427"
"janeiro 2019";"62.Serviços de saúde";"0,83";"5,9157"
"janeiro 2019";"63.Cuidados pessoais";"-0,31";"2,5083"
"janeiro 2019";"71.Serviços pessoais";"0,45";"6,8627"
"janeiro 2019";"7201001.Cinema";"0,99";"0,1981"
"janeiro 2019";"7201002.CD e DVD";"0,58";"0,0410"
"janeiro 2019";"7201003.Ingresso para jogo";"1,71";"0,0078"
"janeiro 2019";"7201006.Clube";"1,17";"0,1695"
"janeiro 2019";"7201010.Instrumento musical";"-1,22";"0,0389"
"janeiro 2019";"7201018.Tratamento de animais";"1,06";"0,2238"
"janeiro 2019";"7201019.Bicicleta";"-1,12";"0,0901"
"janeiro 2019";"7201020.Alimento para animais";"1,09";"0,2689"
"janeiro 2019";"7201023.Brinquedo";"0,71";"0,4120"
"janeiro 2019";"7201052.Locação de DVD";"0,63";"0,1120"
"janeiro 2019";"7201054.Boate e danceteria";"-0,65";"0,2379"
"janeiro 2019";"7201063.Jogos de azar";"0,00";"0,4403"
"janeiro 2019";"7201068.Motel";"0,22";"0,0056"
"janeiro 2019";"7201090.Hotel";"1,06";"0,3049"
"janeiro 2019";"7201095.Excursão";"6,77";"0,3334"
"janeiro 2019";"7202.Fumo";"0,00";"1,0702"
