"Tabela 2938 - IPCA - Variação mensal, acumulada no ano e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (de julho/2006 até dezembro/2011)"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Variável"
"Mês";"Geral, grupo, subgrupo, item e subitem";"Brasil"
"Mês";"Geral, grupo, subgrupo, item e subitem";"IPCA - Variação mensal (%)";"IPCA - Peso mensal (%)"
"março 2010";"Índice geral";"0,52";"100,0000"
"março 2010";"1.Alimentação e bebidas";"1,55";"22,6523"
"março 2010";"2101.Aluguel e taxas";"0,47";"6,3980"
"março 2010";"2103.Reparos";"0,59";"1,4947"
"março 2010";"2104.Artigos de limpeza";"0,42";"0,7733"
"março 2010";"22.Combustíveis e energia";"0,00";"4,5418"
"março 2010";"3.Artigos de residência";"1,00";"4,1612"
"março 2010";"4.Vestuário";"0,66";"6,6295"
"março 2010";"5101.Transporte público";"0,14";"6,7144"
"março 2010";"5102.Veículo próprio";"0,05";"7,9743"
"março 2010";"5104.Combustíveis (veículos)";"-2,51";"4,7666"
"março 2010";"61.Produtos farmacêuticos e óticos";"0,01";"3,2693"
"março 2010";"62.Serviços de saúde";"0,61";"5,2428"
"março 2010";"63.Cuidados pessoais";"-0,14";"2,2434"
"março 2010";"71.Serviços pessoais";"1,32";"5,4858"
"março 2010";"7201001.Cinema";"0,88";"0,2930"
"março 2010";"7201003.Ingresso para jogo";"5,92";"0,0673"
"março 2010";"7201006.Clube";"0,07";"0,2173"
"março 2010";"7201008.Disco laser";"1,28";"0,2458"
"março 2010";"7201010.Instrumento musical";"-1,30";"0,0881"
"março 2010";"7201018.Compra e tratamento de animais";"0,76";"0,0692"
"março 2010";"7201019.Bicicleta";"0,52";"0,0822"
"março 2010";"7201020.Alimento para animais";"0,37";"0,3529"
"março 2010";"7201023.Brinquedo";"-0,94";"0,4496"
"março 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,18";"0,2119"
"março 2010";"7201054.Boate, danceteria e discoteca";"0,58";"0,4107"
"março 2010";"7201063.Jogos de azar";"0,00";"0,3894"
"março 2010";"7201068.Motel";"1,24";"0,0910"
"março 2010";"7201083.Material esportivo";"-2,89";"0,0048"
"março 2010";"7201090.Hotel";"0,26";"0,3437"
"março 2010";"7201095.Excursão";"-4,53";"0,1198"
"março 2010";"7202.Fumo";"0,00";"1,0325"
"março 2010";"7203.Fotografia e filmagem";"-0,09";"0,2217"
"março 2010";"8101.Cursos";"0,58";"5,0722"
"março 2010";"8102.Leitura";"0,23";"0,7868"
"março 2010";"8103.Papelaria";"0,94";"0,3150"
"março 2010";"8104.Cursos diversos";"0,48";"1,1111"
"março 2010";"9.Comunicação";"0,08";"5,6769"
"abril 2010";"Índice geral";"0,57";"100,0000"
"abril 2010";"1.Alimentação e bebidas";"1,45";"22,8803"
"abril 2010";"2101.Aluguel e taxas";"0,08";"6,3955"
"abril 2010";"2103.Reparos";"0,42";"1,4962"
"abril 2010";"2104.Artigos de limpeza";"-0,16";"0,7722"
"abril 2010";"22.Combustíveis e energia";"0,01";"4,5171"
"abril 2010";"3.Artigos de residência";"-0,04";"4,1809"
"abril 2010";"4.Vestuário";"1,28";"6,6383"
"abril 2010";"5101.Transporte público";"-0,18";"6,6869"
"abril 2010";"5102.Veículo próprio";"0,66";"7,9393"
"abril 2010";"5104.Combustíveis (veículos)";"-1,23";"4,6243"
"abril 2010";"61.Produtos farmacêuticos e óticos";"1,87";"3,2521"
"abril 2010";"62.Serviços de saúde";"0,54";"5,2470"
"abril 2010";"63.Cuidados pessoais";"0,05";"2,2282"
"abril 2010";"71.Serviços pessoais";"1,02";"5,5301"
"abril 2010";"7201001.Cinema";"-0,38";"0,2941"
"abril 2010";"7201003.Ingresso para jogo";"13,12";"0,0708"
"abril 2010";"7201006.Clube";"0,24";"0,2163"
"abril 2010";"7201008.Disco laser";"-1,21";"0,2476"
"abril 2010";"7201010.Instrumento musical";"-0,87";"0,0866"
"abril 2010";"7201018.Compra e tratamento de animais";"-0,63";"0,0694"
"abril 2010";"7201019.Bicicleta";"1,22";"0,0821"
"abril 2010";"7201020.Alimento para animais";"-0,20";"0,3522"
"abril 2010";"7201023.Brinquedo";"-0,33";"0,4429"
"abril 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,38";"0,2113"
"abril 2010";"7201054.Boate, danceteria e discoteca";"1,61";"0,4109"
"abril 2010";"7201063.Jogos de azar";"0,00";"0,3873"
"abril 2010";"7201068.Motel";"0,35";"0,0916"
"abril 2010";"7201083.Material esportivo";"1,21";"0,0047"
"abril 2010";"7201090.Hotel";"0,99";"0,3427"
"abril 2010";"7201095.Excursão";"-2,34";"0,1139"
"abril 2010";"7202.Fumo";"0,00";"1,0273"
"abril 2010";"7203.Fotografia e filmagem";"-0,57";"0,2204"
"abril 2010";"8101.Cursos";"0,05";"5,0762"
"abril 2010";"8102.Leitura";"0,19";"0,7845"
"abril 2010";"8103.Papelaria";"1,21";"0,3163"
"abril 2010";"8104.Cursos diversos";"0,00";"1,1106"
"abril 2010";"9.Comunicação";"-0,03";"5,6520"
"maio 2010";"Índice geral";"0,43";"100,0000"
"maio 2010";"1.Alimentação e bebidas";"0,28";"23,0792"
"maio 2010";"2101.Aluguel e taxas";"0,90";"6,3642"
"maio 2010";"2103.Reparos";"0,63";"1,4939"
"maio 2010";"2104.Artigos de limpeza";"-0,19";"0,7665"
"maio 2010";"22.Combustíveis e energia";"0,83";"4,4917"
"maio 2010";"3.Artigos de residência";"0,59";"4,1558"
"maio 2010";"4.Vestuário";"0,91";"6,6846"
"maio 2010";"5101.Transporte público";"-0,02";"6,6365"
"maio 2010";"5102.Veículo próprio";"0,48";"7,9474"
"maio 2010";"5104.Combustíveis (veículos)";"-0,44";"4,5419"
"maio 2010";"61.Produtos farmacêuticos e óticos";"0,95";"3,2937"
"maio 2010";"62.Serviços de saúde";"0,58";"5,2452"
"maio 2010";"63.Cuidados pessoais";"0,82";"2,2163"
"maio 2010";"71.Serviços pessoais";"0,83";"5,5547"
"maio 2010";"7201001.Cinema";"1,55";"0,2914"
"maio 2010";"7201003.Ingresso para jogo";"2,88";"0,0797"
"maio 2010";"7201006.Clube";"0,54";"0,2156"
"maio 2010";"7201008.Disco laser";"-0,04";"0,2431"
"maio 2010";"7201010.Instrumento musical";"1,35";"0,0854"
"maio 2010";"7201018.Compra e tratamento de animais";"1,70";"0,0686"
"maio 2010";"7201019.Bicicleta";"-0,69";"0,0826"
"maio 2010";"7201020.Alimento para animais";"0,10";"0,3495"
"maio 2010";"7201023.Brinquedo";"1,94";"0,4389"
"maio 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,59";"0,2109"
"maio 2010";"7201054.Boate, danceteria e discoteca";"1,27";"0,4152"
"maio 2010";"7201063.Jogos de azar";"0,00";"0,3850"
"maio 2010";"7201068.Motel";"-1,11";"0,0914"
"maio 2010";"7201083.Material esportivo";"-0,29";"0,0047"
"maio 2010";"7201090.Hotel";"1,08";"0,3441"
"maio 2010";"7201095.Excursão";"-0,13";"0,1107"
"maio 2010";"7202.Fumo";"0,00";"1,0217"
"maio 2010";"7203.Fotografia e filmagem";"1,31";"0,2179"
"maio 2010";"8101.Cursos";"0,00";"5,0502"
"maio 2010";"8102.Leitura";"0,12";"0,7815"
"maio 2010";"8103.Papelaria";"0,49";"0,3183"
"maio 2010";"8104.Cursos diversos";"0,02";"1,1043"
"maio 2010";"9.Comunicação";"-0,01";"5,6181"
"junho 2010";"Índice geral";"0,00";"100,0000"
"junho 2010";"1.Alimentação e bebidas";"-0,90";"23,0445"
"junho 2010";"2101.Aluguel e taxas";"0,55";"6,3940"
"junho 2010";"2103.Reparos";"0,90";"1,4972"
"junho 2010";"2104.Artigos de limpeza";"0,19";"0,7617"
"junho 2010";"22.Combustíveis e energia";"0,07";"4,5094"
"junho 2010";"3.Artigos de residência";"0,35";"4,1630"
"junho 2010";"4.Vestuário";"0,58";"6,7172"
"junho 2010";"5101.Transporte público";"0,55";"6,6061"
"junho 2010";"5102.Veículo próprio";"-0,35";"7,9519"
"junho 2010";"5104.Combustíveis (veículos)";"-1,09";"4,5023"
"junho 2010";"61.Produtos farmacêuticos e óticos";"0,54";"3,3108"
"junho 2010";"62.Serviços de saúde";"0,53";"5,2527"
"junho 2010";"63.Cuidados pessoais";"0,68";"2,2248"
"junho 2010";"71.Serviços pessoais";"0,41";"5,5777"
"junho 2010";"7201001.Cinema";"1,47";"0,2947"
"junho 2010";"7201003.Ingresso para jogo";"0,12";"0,0817"
"junho 2010";"7201006.Clube";"0,04";"0,2160"
"junho 2010";"7201008.Disco laser";"-0,97";"0,2419"
"junho 2010";"7201010.Instrumento musical";"0,84";"0,0861"
"junho 2010";"7201018.Compra e tratamento de animais";"0,04";"0,0694"
"junho 2010";"7201019.Bicicleta";"0,50";"0,0816"
"junho 2010";"7201020.Alimento para animais";"0,45";"0,3483"
"junho 2010";"7201023.Brinquedo";"-0,33";"0,4456"
"junho 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,98";"0,2113"
"junho 2010";"7201054.Boate, danceteria e discoteca";"-0,01";"0,4190"
"junho 2010";"7201063.Jogos de azar";"0,00";"0,3831"
"junho 2010";"7201068.Motel";"2,03";"0,0900"
"junho 2010";"7201083.Material esportivo";"1,96";"0,0047"
"junho 2010";"7201090.Hotel";"1,03";"0,3464"
"junho 2010";"7201095.Excursão";"3,91";"0,1102"
"junho 2010";"7202.Fumo";"3,70";"1,0175"
"junho 2010";"7203.Fotografia e filmagem";"0,14";"0,2199"
"junho 2010";"8101.Cursos";"0,00";"5,0287"
"junho 2010";"8102.Leitura";"0,06";"0,7790"
"junho 2010";"8103.Papelaria";"0,61";"0,3185"
"junho 2010";"8104.Cursos diversos";"0,01";"1,0999"
"junho 2010";"9.Comunicação";"0,02";"5,5933"
"julho 2010";"Índice geral";"0,01";"100,0000"
"julho 2010";"1.Alimentação e bebidas";"-0,76";"22,8608"
"julho 2010";"2101.Aluguel e taxas";"0,43";"6,4353"
"julho 2010";"2103.Reparos";"0,59";"1,5122"
"julho 2010";"2104.Artigos de limpeza";"-0,27";"0,7639"
"julho 2010";"22.Combustíveis e energia";"0,82";"4,5170"
"julho 2010";"3.Artigos de residência";"0,29";"4,1820"
"julho 2010";"4.Vestuário";"-0,04";"6,7629"
"julho 2010";"5101.Transporte público";"0,73";"6,6481"
"julho 2010";"5102.Veículo próprio";"-0,41";"7,9328"
"julho 2010";"5104.Combustíveis (veículos)";"-0,02";"4,4577"
"julho 2010";"61.Produtos farmacêuticos e óticos";"-0,07";"3,3322"
"julho 2010";"62.Serviços de saúde";"0,52";"5,2858"
"julho 2010";"63.Cuidados pessoais";"0,39";"2,2423"
"julho 2010";"71.Serviços pessoais";"0,38";"5,6062"
"julho 2010";"7201001.Cinema";"0,96";"0,2993"
"julho 2010";"7201003.Ingresso para jogo";"0,59";"0,0819"
"julho 2010";"7201006.Clube";"-0,04";"0,2163"
"julho 2010";"7201008.Disco laser";"-0,20";"0,2398"
"julho 2010";"7201010.Instrumento musical";"-1,86";"0,0870"
"julho 2010";"7201018.Compra e tratamento de animais";"1,37";"0,0695"
"julho 2010";"7201019.Bicicleta";"-0,21";"0,0821"
"julho 2010";"7201020.Alimento para animais";"-0,42";"0,3503"
"julho 2010";"7201023.Brinquedo";"0,86";"0,4445"
"julho 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,50";"0,2135"
"julho 2010";"7201054.Boate, danceteria e discoteca";"-0,08";"0,4195"
"julho 2010";"7201063.Jogos de azar";"0,00";"0,3835"
"julho 2010";"7201068.Motel";"1,16";"0,0920"
"julho 2010";"7201083.Material esportivo";"-0,87";"0,0048"
"julho 2010";"7201090.Hotel";"1,54";"0,3503"
"julho 2010";"7201095.Excursão";"10,61";"0,1146"
"julho 2010";"7202.Fumo";"1,14";"1,0562"
"julho 2010";"7203.Fotografia e filmagem";"-0,34";"0,2204"
"julho 2010";"8101.Cursos";"0,00";"5,0337"
"julho 2010";"8102.Leitura";"0,01";"0,7802"
"julho 2010";"8103.Papelaria";"-0,54";"0,3208"
"julho 2010";"8104.Cursos diversos";"-0,01";"1,1010"
"julho 2010";"9.Comunicação";"0,00";"5,5996"
"agosto 2010";"Índice geral";"0,04";"100,0000"
"agosto 2010";"1.Alimentação e bebidas";"-0,24";"22,6566"
"agosto 2010";"2101.Aluguel e taxas";"0,34";"6,4581"
"agosto 2010";"2103.Reparos";"0,42";"1,5191"
"agosto 2010";"2104.Artigos de limpeza";"0,10";"0,7610"
"agosto 2010";"22.Combustíveis e energia";"0,05";"4,5495"
"agosto 2010";"3.Artigos de residência";"-0,31";"4,1898"
"agosto 2010";"4.Vestuário";"0,17";"6,7511"
"agosto 2010";"5101.Transporte público";"-0,83";"6,6892"
"agosto 2010";"5102.Veículo próprio";"-0,07";"7,8942"
"agosto 2010";"5104.Combustíveis (veículos)";"0,97";"4,4532"
"agosto 2010";"61.Produtos farmacêuticos e óticos";"0,06";"3,3259"
"agosto 2010";"62.Serviços de saúde";"0,60";"5,3068"
"agosto 2010";"63.Cuidados pessoais";"-0,25";"2,2477"
"agosto 2010";"71.Serviços pessoais";"0,16";"5,6213"
"agosto 2010";"7201001.Cinema";"1,47";"0,3019"
"agosto 2010";"7201003.Ingresso para jogo";"1,80";"0,0823"
"agosto 2010";"7201006.Clube";"-0,03";"0,2162"
"agosto 2010";"7201008.Disco laser";"-0,50";"0,2390"
"agosto 2010";"7201010.Instrumento musical";"2,97";"0,0853"
"agosto 2010";"7201018.Compra e tratamento de animais";"0,23";"0,0704"
"agosto 2010";"7201019.Bicicleta";"-0,94";"0,0817"
"agosto 2010";"7201020.Alimento para animais";"0,35";"0,3485"
"agosto 2010";"7201023.Brinquedo";"0,62";"0,4477"
"agosto 2010";"7201052.Aluguel de DVD e fita de videocassete";"0,60";"0,2142"
"agosto 2010";"7201054.Boate, danceteria e discoteca";"0,60";"0,4188"
"agosto 2010";"7201063.Jogos de azar";"0,00";"0,3828"
"agosto 2010";"7201068.Motel";"3,06";"0,0929"
"agosto 2010";"7201083.Material esportivo";"0,05";"0,0047"
"agosto 2010";"7201090.Hotel";"1,23";"0,3556"
"agosto 2010";"7201095.Excursão";"-7,99";"0,1267"
"agosto 2010";"7202.Fumo";"0,07";"1,0673"
"agosto 2010";"7203.Fotografia e filmagem";"-0,10";"0,2194"
"agosto 2010";"8101.Cursos";"0,33";"5,0292"
"agosto 2010";"8102.Leitura";"0,05";"0,7793"
"agosto 2010";"8103.Papelaria";"1,20";"0,3186"
"agosto 2010";"8104.Cursos diversos";"0,97";"1,0996"
"agosto 2010";"9.Comunicação";"-0,03";"5,5946"
"setembro 2010";"Índice geral";"0,45";"100,0000"
"setembro 2010";"1.Alimentação e bebidas";"1,08";"22,5972"
"setembro 2010";"2101.Aluguel e taxas";"0,59";"6,4766"
"setembro 2010";"2103.Reparos";"0,95";"1,5245"
"setembro 2010";"2104.Artigos de limpeza";"-0,01";"0,7615"
"setembro 2010";"22.Combustíveis e energia";"0,01";"4,5497"
"setembro 2010";"3.Artigos de residência";"0,46";"4,1751"
"setembro 2010";"4.Vestuário";"0,45";"6,7605"
"setembro 2010";"5101.Transporte público";"0,45";"6,6326"
"setembro 2010";"5102.Veículo próprio";"-0,03";"7,8836"
"setembro 2010";"5104.Combustíveis (veículos)";"-0,05";"4,4927"
"setembro 2010";"61.Produtos farmacêuticos e óticos";"0,11";"3,3271"
"setembro 2010";"62.Serviços de saúde";"0,51";"5,3372"
"setembro 2010";"63.Cuidados pessoais";"0,39";"2,2417"
"setembro 2010";"71.Serviços pessoais";"0,50";"5,6282"
"setembro 2010";"7201001.Cinema";"1,18";"0,3062"
"setembro 2010";"7201003.Ingresso para jogo";"-1,95";"0,0836"
"setembro 2010";"7201006.Clube";"0,26";"0,2159"
"setembro 2010";"7201008.Disco laser";"0,38";"0,2378"
"setembro 2010";"7201010.Instrumento musical";"-1,20";"0,0878"
"setembro 2010";"7201018.Compra e tratamento de animais";"2,16";"0,0704"
"setembro 2010";"7201019.Bicicleta";"-0,53";"0,0809"
"setembro 2010";"7201020.Alimento para animais";"0,02";"0,3495"
"setembro 2010";"7201023.Brinquedo";"1,14";"0,4503"
"setembro 2010";"7201052.Aluguel de DVD e fita de videocassete";"1,34";"0,2155"
"setembro 2010";"7201054.Boate, danceteria e discoteca";"-1,19";"0,4209"
"setembro 2010";"7201063.Jogos de azar";"0,00";"0,3829"
"setembro 2010";"7201068.Motel";"0,62";"0,0958"
"setembro 2010";"7201083.Material esportivo";"0,60";"0,0047"
"setembro 2010";"7201090.Hotel";"-0,45";"0,3596"
"setembro 2010";"7201095.Excursão";"1,34";"0,1166"
"setembro 2010";"7202.Fumo";"0,00";"1,0675"
"setembro 2010";"7203.Fotografia e filmagem";"-0,07";"0,2191"
"setembro 2010";"8101.Cursos";"0,00";"5,0438"
"setembro 2010";"8102.Leitura";"-0,16";"0,7795"
"setembro 2010";"8103.Papelaria";"-0,02";"0,3223"
"setembro 2010";"8104.Cursos diversos";"0,65";"1,1099"
"setembro 2010";"9.Comunicação";"0,04";"5,5913"
"outubro 2010";"Índice geral";"0,75";"100,0000"
"outubro 2010";"1.Alimentação e bebidas";"1,89";"22,7397"
"outubro 2010";"2101.Aluguel e taxas";"0,69";"6,4850"
"outubro 2010";"2103.Reparos";"0,44";"1,5315"
"outubro 2010";"2104.Artigos de limpeza";"0,75";"0,7581"
"outubro 2010";"22.Combustíveis e energia";"0,16";"4,5302"
"outubro 2010";"3.Artigos de residência";"0,37";"4,1753"
"outubro 2010";"4.Vestuário";"0,89";"6,7611"
"outubro 2010";"5101.Transporte público";"0,16";"6,6332"
"outubro 2010";"5102.Veículo próprio";"-0,15";"7,8439"
"outubro 2010";"5104.Combustíveis (veículos)";"1,56";"4,4696"
"outubro 2010";"61.Produtos farmacêuticos e óticos";"-0,31";"3,3163"
"outubro 2010";"62.Serviços de saúde";"0,56";"5,3400"
"outubro 2010";"63.Cuidados pessoais";"0,39";"2,2407"
"outubro 2010";"71.Serviços pessoais";"0,92";"5,6299"
"outubro 2010";"7201001.Cinema";"0,36";"0,3084"
"outubro 2010";"7201003.Ingresso para jogo";"3,45";"0,0817"
"outubro 2010";"7201006.Clube";"0,88";"0,2154"
"outubro 2010";"7201008.Disco laser";"0,37";"0,2377"
"outubro 2010";"7201010.Instrumento musical";"-1,70";"0,0863"
"outubro 2010";"7201018.Compra e tratamento de animais";"-0,01";"0,0716"
"outubro 2010";"7201019.Bicicleta";"1,18";"0,0802"
"outubro 2010";"7201020.Alimento para animais";"-0,46";"0,3480"
"outubro 2010";"7201023.Brinquedo";"0,80";"0,4534"
"outubro 2010";"7201052.Aluguel de DVD e fita de videocassete";"1,08";"0,2173"
"outubro 2010";"7201054.Boate, danceteria e discoteca";"-0,15";"0,4140"
"outubro 2010";"7201063.Jogos de azar";"0,00";"0,3812"
"outubro 2010";"7201068.Motel";"4,37";"0,0959"
"outubro 2010";"7201083.Material esportivo";"-1,30";"0,0047"
"outubro 2010";"7201090.Hotel";"1,04";"0,3564"
"outubro 2010";"7201095.Excursão";"-1,93";"0,1175"
"outubro 2010";"7202.Fumo";"0,00";"1,0625"
"outubro 2010";"7203.Fotografia e filmagem";"-0,40";"0,2179"
"outubro 2010";"8101.Cursos";"0,00";"5,0202"
"outubro 2010";"8102.Leitura";"0,03";"0,7747"
"outubro 2010";"8103.Papelaria";"0,47";"0,3208"
"outubro 2010";"8104.Cursos diversos";"0,00";"1,1118"
"outubro 2010";"9.Comunicação";"0,29";"5,5680"
"novembro 2010";"Índice geral";"0,83";"100,0000"
"novembro 2010";"1.Alimentação e bebidas";"2,22";"22,9970"
"novembro 2010";"2101.Aluguel e taxas";"0,73";"6,4814"
"novembro 2010";"2103.Reparos";"0,59";"1,5269"
"novembro 2010";"2104.Artigos de limpeza";"0,39";"0,7582"
"novembro 2010";"22.Combustíveis e energia";"0,37";"4,5038"
"novembro 2010";"3.Artigos de residência";"-0,12";"4,1595"
"novembro 2010";"4.Vestuário";"1,25";"6,7697"
"novembro 2010";"5101.Transporte público";"0,12";"6,5943"
"novembro 2010";"5102.Veículo próprio";"-0,35";"7,7738"
"novembro 2010";"5104.Combustíveis (veículos)";"0,95";"4,5058"
"novembro 2010";"61.Produtos farmacêuticos e óticos";"0,10";"3,2813"
"novembro 2010";"62.Serviços de saúde";"0,61";"5,3298"
"novembro 2010";"63.Cuidados pessoais";"0,14";"2,2327"
"novembro 2010";"71.Serviços pessoais";"1,08";"5,6387"
"novembro 2010";"7201001.Cinema";"-0,35";"0,3072"
"novembro 2010";"7201003.Ingresso para jogo";"0,95";"0,0838"
"novembro 2010";"7201006.Clube";"0,11";"0,2156"
"novembro 2010";"7201008.Disco laser";"-0,31";"0,2368"
"novembro 2010";"7201010.Instrumento musical";"-0,16";"0,0842"
"novembro 2010";"7201018.Compra e tratamento de animais";"0,39";"0,0711"
"novembro 2010";"7201019.Bicicleta";"0,07";"0,0805"
"novembro 2010";"7201020.Alimento para animais";"0,99";"0,3439"
"novembro 2010";"7201023.Brinquedo";"0,40";"0,4537"
"novembro 2010";"7201052.Aluguel de DVD e fita de videocassete";"1,12";"0,2180"
"novembro 2010";"7201054.Boate, danceteria e discoteca";"0,21";"0,4103"
"novembro 2010";"7201063.Jogos de azar";"0,00";"0,3785"
"novembro 2010";"7201068.Motel";"0,04";"0,0993"
"novembro 2010";"7201083.Material esportivo";"2,33";"0,0046"
"novembro 2010";"7201090.Hotel";"1,06";"0,3573"
"novembro 2010";"7201095.Excursão";"1,08";"0,1143"
"novembro 2010";"7202.Fumo";"0,00";"1,0547"
"novembro 2010";"7203.Fotografia e filmagem";"1,10";"0,2154"
"novembro 2010";"8101.Cursos";"0,00";"4,9825"
"novembro 2010";"8102.Leitura";"0,23";"0,7694"
"novembro 2010";"8103.Papelaria";"0,72";"0,3199"
"novembro 2010";"8104.Cursos diversos";"-0,01";"1,1034"
"novembro 2010";"9.Comunicação";"0,42";"5,5429"
"dezembro 2010";"Índice geral";"0,63";"100,0000"
"dezembro 2010";"1.Alimentação e bebidas";"1,32";"23,3090"
"dezembro 2010";"2101.Aluguel e taxas";"0,65";"6,4764"
"dezembro 2010";"2103.Reparos";"0,80";"1,5235"
"dezembro 2010";"2104.Artigos de limpeza";"0,95";"0,7547"
"dezembro 2010";"22.Combustíveis e energia";"0,08";"4,4822"
"dezembro 2010";"3.Artigos de residência";"0,10";"4,1204"
"dezembro 2010";"4.Vestuário";"1,34";"6,7967"
"dezembro 2010";"5101.Transporte público";"0,62";"6,5468"
"dezembro 2010";"5102.Veículo próprio";"-0,10";"7,6850"
"dezembro 2010";"5104.Combustíveis (veículos)";"0,49";"4,5117"
"dezembro 2010";"61.Produtos farmacêuticos e óticos";"0,13";"3,2572"
"dezembro 2010";"62.Serviços de saúde";"0,64";"5,3181"
"dezembro 2010";"63.Cuidados pessoais";"0,16";"2,2167"
"dezembro 2010";"71.Serviços pessoais";"0,82";"5,6534"
"dezembro 2010";"7201001.Cinema";"0,57";"0,3037"
"dezembro 2010";"7201003.Ingresso para jogo";"0,56";"0,0838"
"dezembro 2010";"7201006.Clube";"0,24";"0,2143"
"dezembro 2010";"7201008.Disco laser";"-0,55";"0,2340"
"dezembro 2010";"7201010.Instrumento musical";"-0,24";"0,0834"
"dezembro 2010";"7201018.Compra e tratamento de animais";"0,32";"0,0708"
"dezembro 2010";"7201019.Bicicleta";"-0,51";"0,0798"
"dezembro 2010";"7201020.Alimento para animais";"-0,37";"0,3444"
"dezembro 2010";"7201023.Brinquedo";"-1,07";"0,4517"
"dezembro 2010";"7201052.Aluguel de DVD e fita de videocassete";"-0,18";"0,2187"
"dezembro 2010";"7201054.Boate, danceteria e discoteca";"0,46";"0,4080"
"dezembro 2010";"7201063.Jogos de azar";"0,00";"0,3753"
"dezembro 2010";"7201068.Motel";"1,78";"0,0986"
"dezembro 2010";"7201083.Material esportivo";"-2,39";"0,0046"
"dezembro 2010";"7201090.Hotel";"-0,35";"0,3582"
"dezembro 2010";"7201095.Excursão";"14,26";"0,1147"
"dezembro 2010";"7202.Fumo";"0,00";"1,0463"
"dezembro 2010";"7203.Fotografia e filmagem";"-0,15";"0,2161"
"dezembro 2010";"8101.Cursos";"0,00";"4,9423"
"dezembro 2010";"8102.Leitura";"0,52";"0,7648"
"dezembro 2010";"8103.Papelaria";"-0,14";"0,3195"
"dezembro 2010";"8104.Cursos diversos";"0,00";"1,0944"
"dezembro 2010";"9.Comunicação";"0,05";"5,5210"
"janeiro 2011";"Índice geral";"0,83";"100,0000"
"janeiro 2011";"1.Alimentação e bebidas";"1,16";"23,4703"
"janeiro 2011";"2101.Aluguel e taxas";"0,96";"6,4773"
"janeiro 2011";"2103.Reparos";"1,14";"1,5257"
"janeiro 2011";"2104.Artigos de limpeza";"0,81";"0,7571"
"janeiro 2011";"22.Combustíveis e energia";"-0,11";"4,4577"
"janeiro 2011";"3.Artigos de residência";"0,25";"4,0988"
"janeiro 2011";"4.Vestuário";"0,12";"6,8452"
"janeiro 2011";"5101.Transporte público";"3,47";"6,5469"
"janeiro 2011";"5102.Veículo próprio";"0,31";"7,6282"
"janeiro 2011";"5104.Combustíveis (veículos)";"0,84";"4,5050"
"janeiro 2011";"61.Produtos farmacêuticos e óticos";"0,07";"3,2412"
"janeiro 2011";"62.Serviços de saúde";"0,81";"5,3185"
"janeiro 2011";"63.Cuidados pessoais";"0,23";"2,2062"
"janeiro 2011";"71.Serviços pessoais";"0,96";"5,6638"
"janeiro 2011";"7201001.Cinema";"0,40";"0,3035"
"janeiro 2011";"7201003.Ingresso para jogo";"0,17";"0,0838"
"janeiro 2011";"7201006.Clube";"1,59";"0,2135"
"janeiro 2011";"7201008.Disco laser";"-1,87";"0,2313"
"janeiro 2011";"7201010.Instrumento musical";"0,34";"0,0827"
"janeiro 2011";"7201018.Compra e tratamento de animais";"1,76";"0,0706"
"janeiro 2011";"7201019.Bicicleta";"1,88";"0,0789"
"janeiro 2011";"7201020.Alimento para animais";"1,21";"0,3410"
"janeiro 2011";"7201023.Brinquedo";"0,61";"0,4441"
"janeiro 2011";"7201052.Aluguel de DVD e fita de videocassete";"0,43";"0,2169"
"janeiro 2011";"7201054.Boate, danceteria e discoteca";"1,62";"0,4073"
"janeiro 2011";"7201063.Jogos de azar";"0,86";"0,3729"
"janeiro 2011";"7201068.Motel";"-2,29";"0,0998"
"janeiro 2011";"7201083.Material esportivo";"0,38";"0,0045"
"janeiro 2011";"7201090.Hotel";"3,08";"0,3548"
"janeiro 2011";"7201095.Excursão";"-0,73";"0,1302"
"janeiro 2011";"7202.Fumo";"0,00";"1,0396"
"janeiro 2011";"7203.Fotografia e filmagem";"1,40";"0,2144"
"janeiro 2011";"8101.Cursos";"0,19";"4,9109"
"janeiro 2011";"8102.Leitura";"1,03";"0,7638"
"janeiro 2011";"8103.Papelaria";"1,26";"0,3170"
"janeiro 2011";"8104.Cursos diversos";"0,01";"1,0876"
"janeiro 2011";"9.Comunicação";"0,29";"5,4889"
"fevereiro 2011";"Índice geral";"0,80";"100,0000"
"fevereiro 2011";"1.Alimentação e bebidas";"0,23";"23,5454"
"fevereiro 2011";"2101.Aluguel e taxas";"0,50";"6,4853"
"fevereiro 2011";"2103.Reparos";"0,30";"1,5309"
"fevereiro 2011";"2104.Artigos de limpeza";"0,08";"0,7569"
"fevereiro 2011";"22.Combustíveis e energia";"0,10";"4,4162"
"fevereiro 2011";"3.Artigos de residência";"0,44";"4,0751"
"fevereiro 2011";"4.Vestuário";"-0,25";"6,7977"
"fevereiro 2011";"5101.Transporte público";"0,50";"6,7163"
"fevereiro 2011";"5102.Veículo próprio";"0,31";"7,5896"
